,date,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,1:0,1:1,1:2,1:3,1:4,1:5,1:6,1:7,1:8,1:9,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,4:0,4:1,4:2,4:3,4:4,4:5,4:6,4:7,4:8,4:9,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,6:0,6:1,6:2,6:3,6:4,6:5,6:6,6:7,6:8,6:9,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,7:8,7:9,all
10,2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
11,2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
12,2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0
13,2021-01-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
14,2021-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
15,2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0,11.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
16,2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
17,2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,0.0,5.0,5.0,13.0,3.0,2.0,0.0,2.0,4.0,3.0,1.0,1.0,0.0,13.0,2.0,0.0,3.0,0.0,8.0,1.0,0.0,4.0,3.0,17.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,147.0
18,2021-01-28,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,13.0,7.0,25.0,5.0,4.0,17.0,7.0,76.0,12.0,3.0,4.0,3.0,10.0,2.0,3.0,7.0,2.0,21.0,6.0,0.0,11.0,2.0,9.0,4.0,2.0,7.0,2.0,37.0,2.0,8.0,5.0,5.0,6.0,2.0,2.0,9.0,4.0,39.0,8.0,6.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,6.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,440.0
19,2021-01-29,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,6.0,3.0,11.0,4.0,14.0,5.0,5.0,39.0,8.0,9.0,3.0,2.0,18.0,2.0,2.0,4.0,2.0,15.0,5.0,3.0,5.0,2.0,12.0,0.0,4.0,3.0,4.0,30.0,3.0,1.0,3.0,1.0,8.0,1.0,1.0,3.0,0.0,31.0,5.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,327.0
20,2021-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,4.0,6.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0
21,2021-01-31,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,6.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,88.0
22,2021-02-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,11.0,0.0,0.0,2.0,2.0,10.0,0.0,2.0,3.0,4.0,17.0,2.0,3.0,2.0,1.0,7.0,1.0,4.0,3.0,3.0,17.0,6.0,2.0,5.0,4.0,7.0,0.0,1.0,2.0,3.0,31.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,211.0
23,2021-02-02,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,0.0,3.0,3.0,7.0,21.0,3.0,3.0,0.0,3.0,8.0,2.0,2.0,1.0,3.0,14.0,5.0,4.0,7.0,3.0,10.0,6.0,4.0,3.0,6.0,17.0,7.0,5.0,5.0,1.0,13.0,0.0,2.0,2.0,5.0,26.0,10.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,9.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,270.0
24,2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,11.0,2.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,5.0,17.0,3.0,1.0,1.0,3.0,5.0,2.0,0.0,0.0,5.0,8.0,5.0,2.0,1.0,1.0,9.0,0.0,2.0,0.0,3.0,14.0,5.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,172.0
25,2021-02-04,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,11.0,2.0,2.0,1.0,4.0,10.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,0.0,1.0,5.0,0.0,2.0,3.0,2.0,16.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,4.0,12.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,154.0
26,2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,9.0,2.0,0.0,3.0,3.0,3.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
28,2021-02-09,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,7.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,7.0,9.0,6.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,7.0,1.0,4.0,0.0,3.0,10.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
29,2021-02-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,10.0,4.0,0.0,4.0,3.0,8.0,0.0,6.0,2.0,2.0,8.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0,8.0,1.0,4.0,1.0,6.0,37.0,11.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,28.0,1.0,1.0,2.0,2.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,229.0
30,2021-02-11,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,2.0,10.0,2.0,2.0,4.0,5.0,24.0,5.0,1.0,5.0,7.0,6.0,3.0,3.0,2.0,16.0,24.0,9.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,5.0,4.0,1.0,7.0,13.0,12.0,4.0,14.0,3.0,32.0,42.0,12.0,7.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,4.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,359.0
31,2021-02-12,0.0,1.0,3.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,3.0,11.0,3.0,8.0,2.0,8.0,23.0,5.0,6.0,6.0,8.0,13.0,4.0,4.0,1.0,15.0,32.0,7.0,5.0,1.0,3.0,9.0,2.0,5.0,1.0,4.0,17.0,8.0,1.0,13.0,7.0,14.0,9.0,5.0,5.0,19.0,53.0,17.0,6.0,1.0,4.0,3.0,1.0,0.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0,4.0,1.0,0.0,3.0,4.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,432.0
32,2021-02-13,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,12.0,12.0,1.0,0.0,4.0,1.0,7.0,2.0,8.0,3.0,14.0,9.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,5.0,3.0,3.0,1.0,8.0,1.0,4.0,3.0,4.0,0.0,22.0,20.0,7.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,212.0
33,2021-02-14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,9.0,10.0,0.0,1.0,5.0,1.0,2.0,2.0,5.0,4.0,11.0,12.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,12.0,3.0,6.0,1.0,7.0,1.0,22.0,16.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0
34,2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,8.0,0.0,1.0,5.0,4.0,2.0,4.0,5.0,4.0,8.0,11.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,8.0,4.0,10.0,3.0,4.0,3.0,16.0,17.0,8.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0
35,2021-02-16,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,6.0,3.0,3.0,1.0,1.0,4.0,1.0,0.0,3.0,1.0,6.0,4.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,5.0,2.0,9.0,2.0,13.0,16.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,135.0
36,2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,13.0,2.0,1.0,5.0,1.0,5.0,1.0,2.0,0.0,6.0,8.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,2.0,3.0,9.0,5.0,1.0,4.0,8.0,10.0,18.0,5.0,8.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0
37,2021-02-18,4.0,2.0,2.0,5.0,5.0,0.0,6.0,10.0,0.0,1.0,17.0,4.0,11.0,5.0,8.0,6.0,43.0,50.0,5.0,13.0,31.0,6.0,19.0,0.0,13.0,11.0,47.0,57.0,16.0,11.0,3.0,5.0,6.0,1.0,3.0,1.0,18.0,11.0,3.0,0.0,61.0,21.0,24.0,3.0,31.0,16.0,102.0,81.0,30.0,33.0,6.0,4.0,1.0,1.0,2.0,1.0,16.0,10.0,3.0,6.0,8.0,3.0,6.0,1.0,9.0,2.0,23.0,16.0,4.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,996.0
38,2021-02-19,1.0,0.0,2.0,0.0,3.0,2.0,3.0,8.0,1.0,2.0,10.0,4.0,14.0,4.0,7.0,7.0,19.0,34.0,4.0,5.0,14.0,13.0,24.0,8.0,10.0,9.0,30.0,48.0,6.0,7.0,2.0,1.0,10.0,3.0,3.0,1.0,7.0,18.0,1.0,3.0,19.0,12.0,20.0,7.0,19.0,14.0,32.0,94.0,15.0,14.0,3.0,4.0,6.0,1.0,1.0,2.0,7.0,5.0,0.0,2.0,6.0,3.0,11.0,1.0,2.0,2.0,13.0,8.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,685.0
39,2021-02-20,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,8.0,0.0,3.0,1.0,5.0,2.0,11.0,9.0,3.0,4.0,11.0,3.0,4.0,3.0,2.0,3.0,21.0,19.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,13.0,9.0,10.0,3.0,8.0,9.0,31.0,48.0,15.0,6.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,6.0,2.0,1.0,1.0,0.0,3.0,0.0,5.0,2.0,3.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,357.0
